2.12E-01,1.79E-01,8.43E-03,8.07E-04,7.63E-03,2.85E+00,5.88E-01
3.56E-01,3.31E-01,3.76E-03,2.88E-03,8.77E-04,2.89E+00,4.12E-01
4.89E-01,4.84E-01,2.80E-02,2.23E-02,5.70E-03,2.85E+00,3.39E-04
5.72E-01,5.67E-01,1.04E-01,8.13E-02,2.29E-02,2.86E+00,1.18E-07
4.32E-01,4.26E-01,1.40E-01,1.29E-01,1.08E-02,2.85E+00,0.00E+00
6.85E-01,6.79E-01,4.09E-01,1.76E-01,2.33E-01,2.86E+00,0.00E+00
6.89E-01,6.83E-01,4.09E-01,1.60E-01,2.49E-01,2.87E+00,0.00E+00
1.29E-01,4.14E-02,8.23E-06,5.04E-09,0.00E+00,0.00E+00,0.00E+00
0.00E+00,3.25E-01,1.64E-03,1.60E-09,0.00E+00,0.00E+00,0.00E+00
0.00E+00,0.00E+00,4.53E-01,2.61E-03,0.00E+00,0.00E+00,0.00E+00
0.00E+00,0.00E+00,0.00E+00,4.57E-01,5.54E-03,0.00E+00,0.00E+00
0.00E+00,0.00E+00,0.00E+00,1.60E-04,2.77E-01,9.31E-03,9.17E-09
0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.01E-03,2.53E-01,1.49E-02
0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,8.49E-03,2.65E-01
