2.16E-01,1.83E-01,9.49E-03,8.14E-04,8.67E-03,2.90E+00,5.88E-01
3.62E-01,3.37E-01,4.66E-03,3.03E-03,1.62E-03,2.92E+00,4.12E-01
5.06E-01,5.01E-01,3.62E-02,2.60E-02,1.03E-02,2.87E+00,3.39E-04
6.11E-01,6.06E-01,1.33E-01,9.37E-02,3.90E-02,2.87E+00,1.18E-07
5.09E-01,5.03E-01,2.08E-01,1.89E-01,1.93E-02,2.87E+00,0.00E+00
9.27E-01,9.21E-01,6.59E-01,2.84E-01,3.75E-01,2.87E+00,0.00E+00
9.61E-01,9.55E-01,6.90E-01,2.60E-01,4.31E-01,2.88E+00,0.00E+00
1.32E-01,4.20E-02,8.70E-06,5.19E-09,0.00E+00,0.00E+00,0.00E+00
0.00E+00,3.30E-01,1.65E-03,2.60E-09,0.00E+00,0.00E+00,0.00E+00
0.00E+00,0.00E+00,4.62E-01,2.47E-03,0.00E+00,0.00E+00,0.00E+00
0.00E+00,0.00E+00,0.00E+00,4.68E-01,5.43E-03,0.00E+00,0.00E+00
0.00E+00,0.00E+00,0.00E+00,1.86E-04,2.86E-01,8.40E-03,8.93E-09
0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.39E-03,2.48E-01,1.23E-02
0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,8.97E-03,2.56E-01
